nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Pasar Ngegot,Jawa Tengah,Boyolali,Pasar Ngegot Boyolali,"-7.3536943,110.7330646",Lainnya,-7.3536943,110.7330646
Pasar Ngemplak,Jawa Timur,Tulungagung,Pasar Ngemplak Tulungagung,"-8.0546882,111.8914586",Lainnya,-8.0546882,111.8914586
Pasar Ngesrep Tretes,Jawa Tengah,Boyolali,Pasar Ngesrep Tretes Boyolali,"-7.3563262,110.6769685",Lainnya,-7.3563262,110.6769685
Pasar Ngijon,Daerah Istimewa Yogyakarta,Sendangarum,Jalan Godean km  Ngijon,"-7.7583079,110.2519127",Lainnya,-7.7583079,110.2519127
Pasar Nongsa,Kepulauan Riau,Batam,Pasar Nongsa Batam,"1.14337,104.13853",Lainnya,1.14337,104.13853
Pasar Nyungcung,Jawa Barat,Kab Bogor,Pasar Nyungcung Kab Bogor,"-6.4588351,106.6491891",Lainnya,-6.4588351,106.6491891
Pasar Oebobo,Nusa Tenggara Timur,Kupang,Pasar Oebobo Kupang,"-10.1601899,123.6088783",Lainnya,-10.1601899,123.6088783
Pasar Oesao,Nusa Tenggara Timur,Kupang,Pasar Oesao Kupang,"-10.116663,123.8101673",Lainnya,-10.116663,123.8101673
Pasar Onderdil Motor Jejeran,Daerah Istimewa Yogyakarta,Bantul,Pasar Onderdil Motor Jejeran Bantul,"-7.8688967,110.3943398",Lainnya,-7.8688967,110.3943398
Pasar Organik,Daerah Istimewa Yogyakarta,Sleman,Pasar Organik Sleman,"-7.7518673,110.4169244",Lainnya,-7.7518673,110.4169244
Pasar PMisol Banjar Sumuh,Bali,Denpasar,Pasar PMisol Banjar Sumuh Denpasar,"-8.6781046,115.2027899",Lainnya,-8.6781046,115.2027899
Pasar Padang Selasa,Sumatera Selatan,Palembang,Pasar Padang Selasa Palembang,"-2.9900452,104.7349246",Lainnya,-2.9900452,104.7349246
Pasar Padas,Jawa Timur,Ngawi,Pasar Padas Ngawi,"-7.4307833,111.5248902",Lainnya,-7.4307833,111.5248902
PASAR PAGESANGAN,Nusa Tenggara Barat,Mataram,PASAR PAGESANGAN Mataram,"-8.6028014,116.1022956",Lainnya,-8.6028014,116.1022956
Pasar Pagesangan,Nusa Tenggara Barat,Mataram,Pasar Pagesangan Mataram,"-8.6027475,116.1025035",Lainnya,-8.6027475,116.1025035
Pasar Pagi,Kepulauan Bangka Belitung,Belitung Timur,Pasar Pagi Belitung Timur,"-2.8745177,108.277896",Lainnya,-2.8745177,108.277896
Pasar pagi,Jawa Tengah,Wonosobo,Pasar pagi Wonosobo,"-7.3624922,109.9005476",Lainnya,-7.3624922,109.9005476
Pasar Pagi Cakung,Jawa Barat,Bekasi,Pasar Pagi Cakung Bekasi,"-6.2199725,106.9514487",Lainnya,-6.2199725,106.9514487
pasar pagi gang tabah,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Pancoran Barat IV D,"-6.2520875,106.8394122",Lainnya,-6.2520875,106.8394122
Pasar Pagi Kademangan,Jawa Timur,Blitar,Jl Setyaki Kademangan,"-8.1444198,112.1458337",Lainnya,-8.1444198,112.1458337
Pasar Pagi Kradenan,Jawa Timur,Banyuwangi,Pasar Pagi Kradenan Banyuwangi,"-8.4714043,114.2266496",Lainnya,-8.4714043,114.2266496
Pasar Pagi Palapa,Riau,Pekanbaru,Jalan Durian,"0.5161376,101.429666",Lainnya,0.5161376,101.429666
Pasar Pagi RW  Jatimulya,Jawa Barat,Jawa,Pasar Pagi RW  Jatimulya Jawa,"-6.2652871,107.0194195",Lainnya,-6.2652871,107.0194195
Pasar Pagi Silaberanti,Sumatera Selatan,Palembang,Pasar Pagi Silaberanti Palembang,"-2.9981604,104.7781075",Lainnya,-2.9981604,104.7781075
Pasar Pagi Simpang Arengka,Riau,Pekanbaru,Pasar Pagi Simpang Arengka Pekanbaru,"0.4649375,101.4186941",Lainnya,0.4649375,101.4186941
Pasar Pagi Sore Dasan Cermen,Nusa Tenggara Barat,Mataram,Pasar Pagi Sore Dasan Cermen Mataram,"-8.6109507,116.1282483",Lainnya,-8.6109507,116.1282483
Pasar Pagi Sumberwadung,Jawa Timur,Banyuwangi,Pasar Pagi Sumberwadung Banyuwangi,"-8.3020571,114.1054715",Lainnya,-8.3020571,114.1054715
Pasar Pagutan,Nusa Tenggara Barat,Mataram,Pasar Pagutan Mataram,"-8.6111736,116.1144397",Lainnya,-8.6111736,116.1144397
Pasar Pahing Pucang,Jawa Tengah,Magelang,Pasar Pahing Pucang Magelang,"-7.4158612,110.2563262",Lainnya,-7.4158612,110.2563262
Pasar Pajak Besi,Sumatera Utara,Kota Medan,Pasar Pajak Besi Kota Medan,"3.5873219,98.7008722",Lainnya,3.5873219,98.7008722
Pasar Pakaian,Nusa Tenggara Barat,Mataram,Pasar Pakaian Mataram,"-8.5864089,116.1116314",Lainnya,-8.5864089,116.1116314
Pasar Palabusa,Sulawesi Tenggara,Baubau,Pasar Palabusa Baubau,"-5.3236515,122.6635333",Lainnya,-5.3236515,122.6635333
Pasar Palmerah,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Palmerah Selatan,"-6.2082253,106.7959549",Lainnya,-6.2082253,106.7959549
Pasar Palsi Gunung,Jawa Barat,Depok,Pasar Palsi Gunung Depok,"-6.3581861,106.8586754",Gunung,-6.3581861,106.8586754
Pasar Palsigunung,Jawa Barat,Depok,Pasar Palsigunung Depok,"-6.3579953,106.8588963",Gunung,-6.3579953,106.8588963
Pasar Panaikang,Sulawesi Selatan,Makassar,Pasar Panaikang Makassar,"-5.1424286,119.4580136",Lainnya,-5.1424286,119.4580136
Pasar Panaragan,Lampung,Tulang Bawang Barat,Pasar Panaragan Tulang Bawang Barat,"-4.5214711,105.0897963",Lainnya,-4.5214711,105.0897963
Pasar Pancar,Jawa Tengah,Magelang,Pasar Pancar Magelang,"-7.5398124,110.1244094",Lainnya,-7.5398124,110.1244094
Pasar Pancur,Kepulauan Riau,Batam,Pasar Pancur Batam,"1.0281965,104.0637445",Lainnya,1.0281965,104.0637445
Pasar Pancurbatu,Sumatera Utara,Deli Serdang,Jalan Letjen Djamin Ginting,"3.4773245,98.5972572",Lainnya,3.4773245,98.5972572
Pasar Pandaan,Jawa Timur,Bangil,Jalan Jenderal Urip Sumoharjo,"-7.6510849,112.6977814",Lainnya,-7.6510849,112.6977814
Pasar Pandu,Kalimantan Selatan,Banjarmasin,Pasar Pandu Banjarmasin,"-3.3301146,114.6125294",Lainnya,-3.3301146,114.6125294
Pasar Pangandaran,Jawa Barat,Pangandaran,Pasar Pangandaran Pangandaran,"-7.6841444,108.6513007",Lainnya,-7.6841444,108.6513007
Pasar Pangkal Pinang,Kepulauan Bangka Belitung,Pangkalpinang,Pasar Pangkal Pinang Pangkalpinang,"-2.1277699,106.118313",Lainnya,-2.1277699,106.118313
Pasar Parahyangan,Jawa Barat,Bandung Barat,Pasar Parahyangan Bandung Barat,"-6.8685797,107.4644123",Lainnya,-6.8685797,107.4644123
Pasar Pari,Banten,Pandeglang,Pasar Pari Pandeglang,"-6.3064938,105.9800852",Lainnya,-6.3064938,105.9800852
Pasar Pasar Minggu,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Raya Ragunan,"-6.2844394,106.8433189",Lainnya,-6.2844394,106.8433189
Pasar Paseban,DKI Jakarta,Daerah Khusus ibukota Jakarta,Pasar Paseban Daerah Khusus ibukota Jakarta,"-6.1921356,106.8486652",Lainnya,-6.1921356,106.8486652
Pasar Pasekan,Jawa Tengah,Boyolali,Pasar Pasekan Boyolali,"-7.5046985,110.6162692",Lainnya,-7.5046985,110.6162692
Pasar Pasir Putih,Papua Barat,Fakfak,Pasar Pasir Putih Fakfak,"-2.9538433,132.3453869",Lainnya,-2.9538433,132.3453869
Pasar Pasrepan,Jawa Timur,Pasuruan,Pasar Pasrepan Pasuruan,"-7.7730612,112.8789661",Lainnya,-7.7730612,112.8789661
Pasar Patilugu,Jawa Timur,Jember,Pasar Patilugu Jember,"-8.3666387,113.6529847",Lainnya,-8.3666387,113.6529847
Pasar Payaman,Jawa Tengah,Magelang,Pasar Payaman Magelang,"-7.4261862,110.2306695",Lainnya,-7.4261862,110.2306695
Pasar Pelangan,Nusa Tenggara Barat,Lombok Barat,Pasar Pelangan Lombok Barat,"-8.7840663,115.9297863",Lainnya,-8.7840663,115.9297863
Pasar Pelem Gading,Jawa Tengah,Desa Martasinga Kecamatan Cilacap Utara,Pasar Pelem Gading Desa Martasinga Kecamatan Cilacap Utara,"-7.6785468,109.0537911",Lainnya,-7.6785468,109.0537911
Pasar Pelengangan Ikan,Maluku,Buru Selatan,Pasar Pelengangan Ikan Buru Selatan,"-3.8610712,126.688873",Lainnya,-3.8610712,126.688873
Pasar Pelita Bagansiapiapi,Riau,Rokan Hilir,Pasar Pelita Bagansiapiapi Rokan Hilir,"2.160088,100.8061635",Lainnya,2.160088,100.8061635
Pasar Pemda,Sulawesi Tenggara,Buton Utara,Pasar Pemda Buton Utara,"-4.6692025,123.0641935",Lainnya,-4.6692025,123.0641935
pasar pemedilan,Bali,Denpasar,pasar pemedilan Denpasar,"-8.6587021,115.2079944",Lainnya,-8.6587021,115.2079944
Pasar Penanggo,Sulawesi Tenggara,Kolaka Timur,Pasar Penanggo Kolaka Timur,"-4.3066779,121.9285011",Lainnya,-4.3066779,121.9285011
Pasar Pencil,Daerah Istimewa Yogyakarta,Bantul,MangunanMangunanDlingo,"-7.9315904,110.4289041",Lainnya,-7.9315904,110.4289041
Pasar Pendidikan,Sumatera Utara,Kota Medan,Pasar Pendidikan Kota Medan,"3.6166825,98.6822603",Lainnya,3.6166825,98.6822603
Pasar Pendopo,Sumatera Selatan,Empat Lawang,Pasar Pendopo Empat Lawang,"-3.7863291,102.9621985",Lainnya,-3.7863291,102.9621985
Pasar Pendulan,Daerah Istimewa Yogyakarta,Sumberagung,Pasar Pendulan Sumberagung,"-7.7746105,110.2415465",Lainnya,-7.7746105,110.2415465
Pasar Pengampuan,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Meruya Ilir,"-6.1991527,106.7611797",Lainnya,-6.1991527,106.7611797
Pasar Pengkol,Jawa Tengah,Boyolali,Pasar Pengkol Boyolali,"-7.5503551,110.5443591",Lainnya,-7.5503551,110.5443591
Pasar Penjalin Teras,Jawa Tengah,Boyolali,Pasar Penjalin Teras Boyolali,"-7.5237499,110.6581935",Lainnya,-7.5237499,110.6581935
Pasar Perbatasan,Nusa Tenggara Timur,Belu,Desa Silawan Kecamatan Tasifeto Timur,"-8.9627413,124.9511715",Lainnya,-8.9627413,124.9511715
Pasar Perumnas Asahan,Nusa Tenggara Barat,Mataram,Pasar Perumnas Asahan Mataram,"-8.5967833,116.0800281",Lainnya,-8.5967833,116.0800281
Pasar Perumnas Klender,DKI Jakarta,Jakarta Timur,Pasar Perumnas Klender Jakarta Timur,"-6.2216457,106.9315014",Lainnya,-6.2216457,106.9315014
Pasar Perumnas Klender Jakarta Timur,DKI Jakarta,Jakarta Timur,Jalan Teratai Putih,"-6.2219108,106.9312893",Lainnya,-6.2219108,106.9312893
Pasar Perumnas Way Halim,Lampung,Bandar Lampung,Jalan Gunung Rajabasa Raya,"-5.3768666,105.2751888",Lainnya,-5.3768666,105.2751888
Pasar Perupuk,Sumatera Utara,Batu Bara,Pasar Perupuk Batu Bara,"3.2841195,99.5084565",Lainnya,3.2841195,99.5084565
Pasar Petobo,Sulawesi Tengah,Palu,Jalan Terminal Petobo,"-0.934159,119.9045806",Lainnya,-0.934159,119.9045806
Pasar Petung,Kalimantan Timur,Penajam Paser Utara,Pasar Petung Penajam Paser Utara,"-1.3564311,116.6646302",Lainnya,-1.3564311,116.6646302
Pasar Pingit,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Jalan Kyai Mojo Yogyakarta,"-7.7830906,110.3587633",Lainnya,-7.7830906,110.3587633
Pasar Pintu Dagangan,Jawa Timur,Madiun,Pasar Pintu Dagangan Madiun,"-7.7080647,111.5528609",Lainnya,-7.7080647,111.5528609
Pasar PJB,Kepulauan Riau,Batam,Pasar PJB  Batam,"1.0454224,103.9415056",Lainnya,1.0454224,103.9415056
Pasar Plandakan,Jawa Tengah,Boyolali,Pasar Plandakan Boyolali,"-7.5642818,110.569147",Lainnya,-7.5642818,110.569147
Pasar Ploso,Jawa Timur,Jombang,Jalan Raya KabuhPloso,"-7.4516669,112.226066",Lainnya,-7.4516669,112.226066
Pasar Pluit,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Taman Pluit Kencana Dalam,"-6.1212029,106.7889933",Lainnya,-6.1212029,106.7889933
Pasar Plumbon Pasar Rumput,Jawa Barat,Kabupaten Cirebon,Pasar Plumbon Pasar Rumput Kabupaten Cirebon,"-6.7022168,108.4780244",Lainnya,-6.7022168,108.4780244
Pasar Plumpang,Jawa Timur,Tuban,Pasar Plumpang Tuban,"-7.0288396,112.0975523",Lainnya,-7.0288396,112.0975523
Pasar Pocong,DKI Jakarta,Daerah Khusus ibukota Jakarta,Pasar Pocong Daerah Khusus ibukota Jakarta,"-6.2204592,106.8384734",Lainnya,-6.2204592,106.8384734
Pasar pojok Baru,Jawa Timur,Blitar,Pasar pojok Baru Blitar,"-8.0475647,112.1009192",Lainnya,-8.0475647,112.1009192
Pasar Pon Banjarjo,Jawa Timur,Kabupaten Malang,Pasar Pon Banjarjo Kabupaten Malang,"-8.324737,112.4802843",Lainnya,-8.324737,112.4802843
Pasar Pondok Gede,Jawa Barat,Bekasi,Pasar Pondok Gede Bekasi,"-6.2837474,106.9132876",Lainnya,-6.2837474,106.9132876
Pasar Pondok Labu,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Margasatwa Raya,"-6.3124634,106.7937144",Lainnya,-6.3124634,106.7937144
Pasar Ponggok,Jawa Timur,Blitar,Pasar Ponggok Blitar,"-8.0404937,112.1038761",Lainnya,-8.0404937,112.1038761
Pasar Pos Pengumben,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Sukabumi Selatan,"-6.2177269,106.7693256",Lainnya,-6.2177269,106.7693256
Pasar Posilagon,Sulawesi Utara,Bolaang Mongondow Selatan,Pasar Posilagon Bolaang Mongondow Selatan,"0.4699494,124.4449089",Lainnya,0.4699494,124.4449089
Pasar Pracimantoro,Jawa Tengah,Wonogiri,Pasar Pracimantoro Wonogiri,"-8.0555031,110.8088053",Lainnya,-8.0555031,110.8088053
Pasar Prawirotaman,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Pasar Prawirotaman Kota Yogyakarta,"-7.8200291,110.3682201",Taman,-7.8200291,110.3682201
Pasar Prembaen,Jawa Tengah,Kota Semarang,Jalan Prembaen,"-6.9787511,110.4175213",Lainnya,-6.9787511,110.4175213
Pasar Pulung Kencana,Lampung,Tulang Bawang Barat,Pasar Pulung Kencana Tulang Bawang Barat,"-4.5906059,105.1037979",Lainnya,-4.5906059,105.1037979
Pasar Punggur,Lampung,Lampung Tengah,Pasar Punggur Lampung Tengah,"-5.039132,105.27592",Lainnya,-5.039132,105.27592
Pasar Pungkalan,Lampung,Desa Tugu Ratu,Pasar Pungkalan Desa Tugu Ratu,"-5.3131544,104.3253838",Lainnya,-5.3131544,104.3253838
Pasar Purwanegara,Jawa Tengah,Purwokerto,Pasar Purwanegara Purwokerto,"-7.4073536,109.2313982",Lainnya,-7.4073536,109.2313982
Pasar Rakyat,Jambi,Muaro Jambi,Jalan Poros Desa Petaling Jaya,"-1.7702664,103.8396251",Lainnya,-1.7702664,103.8396251
Pasar Rakyat Berluli,Nusa Tenggara Timur,Belu,Pasar Rakyat Berluli Belu,"-9.0054739,124.8442019",Lainnya,-9.0054739,124.8442019
Pasar Rakyat Builalu,Nusa Tenggara Timur,Belu,Desa Builalu,"-9.0414683,125.1553178",Lainnya,-9.0414683,125.1553178
Pasar Rakyat Darame,Maluku Utara,Pulau Morotai,Pasar Rakyat Darame Pulau Morotai,"2.061578,128.3108751",Lainnya,2.061578,128.3108751
Pasar Rakyat Halilulik,Nusa Tenggara Timur,Belu,Jalan AtambuaBetun,"-9.2823356,124.880494",Lainnya,-9.2823356,124.880494
Pasar Rakyat Jenilu,Nusa Tenggara Timur,Belu,Pasar Rakyat Jenilu Belu,"-8.9902904,124.8699563",Lainnya,-8.9902904,124.8699563
Pasar Rakyat Kabuna,Nusa Tenggara Timur,Belu,Pasar Rakyat Kabuna Belu,"-9.0669214,124.9107783",Lainnya,-9.0669214,124.9107783
Pasar Rakyat Lubuk Seberuk,Sumatera Selatan,Ogan Komering Ilir,Pasar Rakyat Lubuk Seberuk Ogan Komering Ilir,"-3.7839539,104.9032668",Lainnya,-3.7839539,104.9032668
Pasar Rakyat Nualain,Nusa Tenggara Timur,Belu,desa nualain,"-9.1196327,125.1355646",Lainnya,-9.1196327,125.1355646
Pasar Rakyat Perbatasan Turiskain,Nusa Tenggara Timur,Belu,Pasar Rakyat Perbatasan Turiskain Belu,"-8.9953878,125.1325178",Lainnya,-8.9953878,125.1325178
Pasar Rakyat Sambi,Jawa Tengah,Boyolali,Pasar Rakyat Sambi Boyolali,"-7.4873554,110.696376",Lainnya,-7.4873554,110.696376
Pasar Rakyat Tembesi,Kepulauan Riau,Batam,Pasar Rakyat Tembesi Batam,"1.03698,103.98478",Lainnya,1.03698,103.98478
Pasar Rakyat Turih,Nusa Tenggara Timur,Sumba Barat Daya,Pasar Rakyat Turih Sumba Barat Daya,"-9.5211023,119.0307511",Lainnya,-9.5211023,119.0307511
Pasar Rancabentang,Jawa Barat,Cimahi,Pasar Rancabentang Cimahi,"-6.9056905,107.5590491",Lainnya,-6.9056905,107.5590491
Pasar Ranggulalo Biromaru,Sulawesi Tengah,Mpanau,Pasar Ranggulalo Biromaru Mpanau,"-0.9569865,119.9274927",Lainnya,-0.9569865,119.9274927
Pasar Rawa Bangun,Riau,Kampar,Pasar Rawa Bangun Kampar,"0.4383948,101.3840177",Lainnya,0.4383948,101.3840177
Pasar Raya Enjo,DKI Jakarta,Jakarta Timur,Jalan Pisangan Lama II,"-6.2119264,106.8756046",Lainnya,-6.2119264,106.8756046
Pasar Raya Manggarai,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Sultan Agung No,"-6.2095723,106.8470103",Lainnya,-6.2095723,106.8470103
Pasar Raya Mekongga Kolaka,Sulawesi Tenggara,Kolaka,Pasar Raya Mekongga Kolaka Kolaka,"-4.0606788,121.598074",Lainnya,-4.0606788,121.598074
Pasar Raya Padang,Sumatera Barat,Padang,Pasar Raya Padang Padang,"-0.9495558,100.3602442",Lainnya,-0.9495558,100.3602442
Pasar Raya Sungai Geringging,Sumatera Barat,Padang Pariaman,Pasar Raya Sungai Geringging Padang Pariaman,"-0.4204497,100.0866935",Lainnya,-0.4204497,100.0866935
pasar rebo,Sumatera Utara,Deli Serdang,pasar rebo Deli Serdang,"3.5577458,98.550812",Lainnya,3.5577458,98.550812
Pasar Rebo,Jawa Barat,Purwakarta,Pasar Rebo Purwakarta,"-6.5646994,107.4557997",Lainnya,-6.5646994,107.4557997
Pasar Rejotangan,Jawa Timur,Tulungagung,Pasar Rejotangan Tulungagung,"-8.1212602,112.083086",Lainnya,-8.1212602,112.083086
Pasar Rekas,Nusa Tenggara Timur,Manggarai Barat,Pasar Rekas Manggarai Barat,"-8.6255844,120.0508492",Lainnya,-8.6255844,120.0508492
Pasar Rembang,Jawa Timur,Bangil,Pasar Rembang Bangil,"-7.6360303,112.8030473",Lainnya,-7.6360303,112.8030473
Pasar Rembige,Nusa Tenggara Barat,Mataram,Pasar Rembige Mataram,"-8.5628903,116.109557",Lainnya,-8.5628903,116.109557
Pasar Ringkit,Kalimantan Selatan,Tanah Bumbu,Pasar Ringkit Tanah Bumbu,"-3.5577059,115.736497",Lainnya,-3.5577059,115.736497
Pasar Rogojampi,Jawa Timur,Banyuwangi,Pasar Rogojampi Banyuwangi,"-8.3064093,114.2950455",Lainnya,-8.3064093,114.2950455
Pasar Rumbai,Riau,Pekanbaru,Jl SekolahKayangan,"0.5601229,101.4423971",Lainnya,0.5601229,101.4423971
Pasar Rumbio,Riau,Kampar,Pasar Rumbio Kampar,"0.3526215,101.2121113",Lainnya,0.3526215,101.2121113
Pasar Sagaranten,Jawa Barat,Kab Sukabumi,Pasar Sagaranten Kab Sukabumi,"-7.2191677,106.8851277",Lainnya,-7.2191677,106.8851277
Pasar Sagulung,Kepulauan Riau,Batam,Pasar Sagulung Batam,"1.0476855,103.9513228",Lainnya,1.0476855,103.9513228
Pasar SAIK,Kalimantan Tengah,Seruyan,Pasar SAIK Seruyan,"-3.3865215,112.5528643",Lainnya,-3.3865215,112.5528643
Pasar Sakartemin,Papua Barat,Fakfak,Pasar Sakartemin Fakfak,"-2.9478558,132.3619884",Lainnya,-2.9478558,132.3619884
Pasar Saketi,Banten,Pandeglang,Pasar Saketi Pandeglang,"-6.4005698,105.9935453",Lainnya,-6.4005698,105.9935453
Pasar Sambas,Sumatera Utara,Kota Medan,Pasar Sambas Kota Medan,"3.5804695,98.6874066",Lainnya,3.5804695,98.6874066
Pasar Samben,Jawa Timur,Ngawi,Pasar Samben Ngawi,"-7.4481079,111.5774011",Lainnya,-7.4481079,111.5774011
Pasar Sampangan,Jawa Tengah,Jawa,Jalan Sampangan,"-7.5798751,110.8388416",Lainnya,-7.5798751,110.8388416
Pasar Sangkal Putung,Jawa Tengah,Purwokerto,Pasar Sangkal Putung Purwokerto,"-7.4582427,109.286321",Lainnya,-7.4582427,109.286321
Pasar Sanglah,Bali,Denpasar,Jl Diponegoro,"-8.6768645,115.2156289",Lainnya,-8.6768645,115.2156289
Pasar Santa,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Cipaku I,"-6.2399052,106.8121061",Lainnya,-6.2399052,106.8121061
PASAR SAPI KEDUNGLENGKONG,Jawa Tengah,Boyolali,PASAR SAPI KEDUNGLENGKONG Boyolali,"-7.4263321,110.6879519",Lainnya,-7.4263321,110.6879519
Pasar Sapi Rejosari,Jawa Tengah,Magelang,Pasar Sapi Rejosari Magelang,"-7.4525387,110.3087685",Lainnya,-7.4525387,110.3087685
Pasar Sapi Sunggingan,Jawa Tengah,Boyolali,Pasar Sapi Sunggingan Boyolali,"-7.5201365,110.6081295",Lainnya,-7.5201365,110.6081295
Pasar Saraswati Ciledug,Jawa Timur,Tangerang,Pasar Saraswati Ciledug Tangerang,"-6.2249669,106.7089799",Lainnya,-6.2249669,106.7089799
Pasar Sari Utama,Kalimantan Selatan,Tanah Bumbu,Pasar Sari Utama Tanah Bumbu,"-3.5787357,115.7789651",Lainnya,-3.5787357,115.7789651
Pasar Sari Winangun,Bali,Denpasar,Jl Gunung tangkuban perahu,"-8.6574715,115.1821611",Lainnya,-8.6574715,115.1821611
Pasar Sarijadi,Jawa Barat,Kota Bandung,Pasar Sarijadi Kota Bandung,"-6.8839529,107.5749695",Lainnya,-6.8839529,107.5749695
Pasar Sawah Besar,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Sawah Besar I,"-6.1589825,106.8206052",Lainnya,-6.1589825,106.8206052
Pasar Sawoo,Jawa Timur,Ponorogo,Pasar Sawoo Ponorogo,"-7.9752576,111.5751835",Lainnya,-7.9752576,111.5751835
Pasar Sayang Sayang,Nusa Tenggara Barat,Mataram,Pasar Sayang Sayang Mataram,"-8.5657049,116.1325318",Lainnya,-8.5657049,116.1325318
Pasar Sayur,Aceh,Aceh Barat Daya,Pasar Sayur Aceh Barat Daya,"3.8210114,96.7606702",Lainnya,3.8210114,96.7606702
Pasar Sayur Barek Motor,Kepulauan Riau,Bintan,Pasar Sayur Barek Motor Bintan,"0.8535022,104.6100273",Lainnya,0.8535022,104.6100273
Pasar Sayur Kedungboto,Jawa Timur,Kabupaten Malang,Kedungrejo  Pakis,"-7.989507,112.7032638",Lainnya,-7.989507,112.7032638
Pasar Sederhana,Jawa Barat,Kota Bandung,Pasar Sederhana Kota Bandung,"-6.8904495,107.5992971",Lainnya,-6.8904495,107.5992971
Pasar Sedong,Jawa Barat,Kabupaten Cirebon,Pasar Sedong Kabupaten Cirebon,"-6.8633809,108.5860715",Lainnya,-6.8633809,108.5860715
Pasar SegaMas Purbalingga,Jawa Tengah,Purbalingga,Pasar SegaMas Purbalingga Purbalingga,"-7.4001206,109.3489264",Lainnya,-7.4001206,109.3489264
Pasar Segar,Sulawesi Selatan,Makassar,Pasar Segar Makassar,"-5.1620477,119.4499359",Lainnya,-5.1620477,119.4499359
Pasar Segar Lancibung,Sulawesi Selatan,Sulawesi,Pasar Segar Lancibung Sulawesi,"-5.2049811,120.1723952",Lainnya,-5.2049811,120.1723952
Pasar Segiri,Kalimantan Timur,Samarinda,Pasar Segiri Samarinda,"-0.4823042,117.1494407",Lainnya,-0.4823042,117.1494407
Pasar Sehat Letusee,Daerah Istimewa Yogyakarta,Sleman,Pasar Sehat Letusee Sleman,"-7.7770588,110.3924706",Lainnya,-7.7770588,110.3924706
Pasar Sei Harapan,Kepulauan Riau,Batam,Pasar Sei Harapan Batam,"1.1035781,103.9526825",Lainnya,1.1035781,103.9526825
Pasar Sei Keledang,Kalimantan Timur,Samarinda,Pasar Sei Keledang Samarinda,"-0.5163621,117.1253024",Lainnya,-0.5163621,117.1253024
Pasar Sekip ujung,Sumatera Selatan,Palembang,Pasar Sekip ujung Palembang,"-2.9566101,104.7537545",Lainnya,-2.9566101,104.7537545
Pasar Selat Baru,Riau,Bengkalis,Jl Jend Sudirman,"1.5316966,102.2165064",Lainnya,1.5316966,102.2165064
Pasar Selomerto,Jawa Tengah,Wonosobo,Pasar Selomerto Wonosobo,"-7.4145399,109.8845672",Lainnya,-7.4145399,109.8845672
Pasar Semai,Sumatera Selatan,Palembang,Pasar Semai Palembang,"-2.9653551,104.7580127",Lainnya,-2.9653551,104.7580127
Pasar Sembuhan,Daerah Istimewa Yogyakarta,Sendangmulyo,Pasar Sembuhan Sendangmulyo,"-7.7522215,110.2275211",Lainnya,-7.7522215,110.2275211
Pasar Semi Modern Pelabuhan Ratu,Jawa Barat,Kab Sukabumi,Pasar Semi Modern Pelabuhan Ratu Kab Sukabumi,"-6.9861924,106.5444337",Lainnya,-6.9861924,106.5444337
Pasar Semprong,Daerah Istimewa Yogyakarta,Sleman,PARAKAN WETAN SENDANGSARI MINGGIR,"-7.7160193,110.2625477",Lainnya,-7.7160193,110.2625477
Pasar Sempu,Jawa Timur,Banyuwangi,Pasar Sempu Banyuwangi,"-8.3040464,114.1414034",Lainnya,-8.3040464,114.1414034
Pasar Sendang Tulungagung,Jawa Timur,Tulungagung,sendang,"-7.9440871,111.8319857",Lainnya,-7.9440871,111.8319857
Pasar Senen Kamis Rigangan,Bengkulu,Kaur,Pasar Senen Kamis Rigangan Kaur,"-4.5460908,103.2154193",Lainnya,-4.5460908,103.2154193
Pasar Senggol,Nusa Tenggara Timur,Belu,Jalan A Yani,"-9.1034122,124.8984103",Lainnya,-9.1034122,124.8984103
Pasar Senggol Gianyar,Bali,Gianyar,Pasar Senggol Gianyar Gianyar,"-8.5429018,115.3222578",Lainnya,-8.5429018,115.3222578
Pasar Senggol Kuta,Bali,Badung,Pasar Senggol Kuta Badung,"-8.7248191,115.178371",Lainnya,-8.7248191,115.178371
Pasar Senggol Negara,Bali,Jembrana,Pasar Senggol Negara Jembrana,"-8.3609244,114.6255948",Lainnya,-8.3609244,114.6255948
Pasar Sengkol,Nusa Tenggara Barat,Lombok Tengah,Pasar Sengkol Lombok Tengah,"-8.8082139,116.2930687",Lainnya,-8.8082139,116.2930687
Pasar Sengol,Bali,Klungkung,Pasar Sengol Klungkung,"-8.5347645,115.4041393",Lainnya,-8.5347645,115.4041393
