nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Pasar Seni Ancol,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Gerbang Ancol,"-6.1257413,106.8389892",Lainnya,-6.1257413,106.8389892
Pasar Senin,Jambi,Muaro Jambi,Pasar Senin Muaro Jambi,"-1.77137,103.8391655",Lainnya,-1.77137,103.8391655
Pasar Senin Bongoime,Gorontalo,Bone Bolango,Pasar Senin Bongoime Bone Bolango,"0.5761855,123.1128416",Lainnya,0.5761855,123.1128416
Pasar Senin Puri Permai,Banten,Kabupaten Tangerang,Desa Pematang Tigaraksa Tangerang,"-6.2468545,106.4652085",Lainnya,-6.2468545,106.4652085
Pasar Sentarum,Kalimantan Barat,Pontianak,Pasar Sentarum Pontianak,"-0.0400239,109.3130741",Lainnya,-0.0400239,109.3130741
Pasar Senthir,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Pasar Senthir Kota Yogyakarta,"-7.799382,110.3663389",Lainnya,-7.799382,110.3663389
Pasar Sentral BoneBone,Sulawesi Selatan,Sulawesi,Pasar Sentral BoneBone Sulawesi,"-2.6033481,120.516406",Lainnya,-2.6033481,120.516406
pasar sentral cabbenge,Sulawesi Selatan,Sulawesi,pasar sentral cabbenge Sulawesi,"-4.3378882,119.9643868",Lainnya,-4.3378882,119.9643868
Pasar Sentral Kota Lama,Sulawesi Tenggara,Kendari,Pasar Sentral Kota Lama Kendari,"-3.9708759,122.5788043",Lainnya,-3.9708759,122.5788043
Pasar Sentral Lama,Sulawesi Tenggara,Baubau,Pasar Sentral Lama Baubau,"-5.4576397,122.6044845",Lainnya,-5.4576397,122.6044845
Pasar Sentral Makassar,Sulawesi Selatan,Makassar,Pasar Sentral Makassar Makassar,"-5.1289467,119.4151115",Lainnya,-5.1289467,119.4151115
Pasar Sentral Takalar,Sulawesi Selatan,Sulawesi,Pasar Sentral Takalar Sulawesi,"-5.4180658,119.4418507",Lainnya,-5.4180658,119.4418507
Pasar Serangan,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Jalan Prof dr Ki Amri Yahya No,"-7.8007888,110.3541449",Lainnya,-7.8007888,110.3541449
Pasar Seren,Jawa Tengah,Purworejo,Pasar Seren Purworejo,"-7.6775998,109.9779828",Lainnya,-7.6775998,109.9779828
Pasar Seribu,Nusa Tenggara Timur,Alor,Pasar Seribu Alor,"-8.2613579,125.0148751",Lainnya,-8.2613579,125.0148751
Pasar Sesait,Nusa Tenggara Barat,Lombok Utara,Pasar Sesait Lombok Utara,"-8.2991451,116.2756737",Lainnya,-8.2991451,116.2756737
Pasar Setu,Jawa Barat,Jawa,Pasar Setu Jawa,"-6.336428,107.045239",Lainnya,-6.336428,107.045239
Pasar Siberida,Riau,Indragiri Hulu,Pasar Siberida Indragiri Hulu,"-0.7256523,102.5066889",Lainnya,-0.7256523,102.5066889
PASAR SIJUNJUNG,Sumatera Barat,Sijunjung,PASAR SIJUNJUNG Sijunjung,"-0.7015707,100.9788091",Lainnya,-0.7015707,100.9788091
Pasar Sijunjung,Sumatera Barat,Sijunjung,Pasar Sijunjung Sijunjung,"-0.7012252,100.9797964",Lainnya,-0.7012252,100.9797964
Pasar Sikatan,Jawa Timur,Surabaya,jalan sikatan pasar,"-7.2594481,112.6719081",Lainnya,-7.2594481,112.6719081
PASAR SIMO,Jawa Tengah,Boyolali,PASAR SIMO Boyolali,"-7.4392975,110.6762009",Lainnya,-7.4392975,110.6762009
Pasar Simpang Dago,Jawa Barat,Kota Bandung,Simpang Dago,"-6.8844672,107.614021",Lainnya,-6.8844672,107.614021
Pasar Simpang Haru,Sumatera Barat,Padang,Pasar Simpang Haru Padang,"-0.9435294,100.3751764",Lainnya,-0.9435294,100.3751764
Pasar Simpang Periuk,Sumatera Selatan,Lubuklinggau,Pasar Simpang Periuk Lubuklinggau,"-3.2675397,102.9453277",Lainnya,-3.2675397,102.9453277
Pasar Sinar,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Lagoa Terusan Gang V A,"-6.1118422,106.9079172",Lainnya,-6.1118422,106.9079172
Pasar Sindang,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Sindang Terusan,"-6.1115477,106.8968119",Lainnya,-6.1115477,106.8968119
Pasar Sindu,Bali,Denpasar,Pasar Sindu Denpasar,"-8.6852955,115.2599881",Lainnya,-8.6852955,115.2599881
Pasar Singosaren,Jawa Tengah,Jawa,Jalan Jenderal Gatot Subroto,"-7.5729235,110.8210089",Lainnya,-7.5729235,110.8210089
Pasar Siteba,Sumatera Barat,Padang,Siteba,"-0.8972857,100.3684405",Lainnya,-0.8972857,100.3684405
Pasar Siulak Deras,Jambi,Kerinci,Pasar Siulak Deras Kerinci,"-1.9084977,101.2997795",Lainnya,-1.9084977,101.2997795
Pasar Skouw,Papua,Jayapura,Pasar Skouw Jayapura,"-2.6086716,140.9943144",Lainnya,-2.6086716,140.9943144
Pasar Slipi,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Kemanggisan Utama,"-6.1902758,106.7959095",Lainnya,-6.1902758,106.7959095
Pasar Soba,Papua Pegunungan,Yahukimo,Pasar Soba Yahukimo,"-4.3460299,139.1783201",Lainnya,-4.3460299,139.1783201
Pasar Soko,Jawa Timur,Ngawi,Pasar Soko Ngawi,"-7.397722,111.3588651",Lainnya,-7.397722,111.3588651
Pasar Sore Srengat,Jawa Timur,Blitar,Pasar Sore Srengat Blitar,"-8.0633899,112.0705436",Lainnya,-8.0633899,112.0705436
Pasar Sore Tempilang,Kepulauan Bangka Belitung,Bangka Barat,Pasar Sore Tempilang Bangka Barat,"-2.0819513,105.6698812",Lainnya,-2.0819513,105.6698812
pasar sorobayan,Daerah Istimewa Yogyakarta,Bantul,sorobayan gadingsari,"-7.9707739,110.2576733",Lainnya,-7.9707739,110.2576733
Pasar SP,Lampung,Way Kanan,Pasar SP Way Kanan,"-4.4500154,105.0203375",Lainnya,-4.4500154,105.0203375
Pasar Srengat,Jawa Timur,Blitar,Pasar Srengat Blitar,"-8.0638713,112.0705706",Lainnya,-8.0638713,112.0705706
Pasar Srono,Jawa Timur,Banyuwangi,Pasar Srono Banyuwangi,"-8.4020541,114.2646848",Lainnya,-8.4020541,114.2646848
Pasar Sroyo,Jawa Timur,Bojonegoro,Pasar Sroyo Bojonegoro,"-7.1618617,112.0471252",Lainnya,-7.1618617,112.0471252
PASAR SUDIRMAN,Kalimantan Barat,Pontianak,PASAR SUDIRMAN Pontianak,"-0.0337744,109.3414736",Lainnya,-0.0337744,109.3414736
Pasar Sugih Kurma,Kalimantan Timur,Kutai Kartanegara,Pasar Sugih Kurma Kutai Kartanegara,"-0.1917144,116.8797054",Lainnya,-0.1917144,116.8797054
Pasar Sugihwaras,Jawa Timur,Bojonegoro,Pasar Sugihwaras Bojonegoro,"-7.2994177,111.9537",Lainnya,-7.2994177,111.9537
Pasar Sukamakmur,Jawa Barat,Kab Bogor,Pasar Sukamakmur Kab Bogor,"-6.5717747,106.9930879",Lainnya,-6.5717747,106.9930879
pasar sukamarga,Lampung,Desa Sukamarga,pasar sukamarga Desa Sukamarga,"-5.2619018,104.2643119",Lainnya,-5.2619018,104.2643119
Pasar Sukaramai,Riau,Bengkalis,Jl Jend Sudirman,"1.4693358,102.1071957",Lainnya,1.4693358,102.1071957
Pasar Sumber Mas,Kalimantan Timur,Samarinda,Pasar Sumber Mas Samarinda,"-0.5666058,117.08811",Lainnya,-0.5666058,117.08811
Pasar Sumberarum Dander Bojonegoro,Jawa Timur,Bojonegoro,Pasar Sumberarum Dander Bojonegoro Bojonegoro,"-7.2597509,111.8750183",Lainnya,-7.2597509,111.8750183
Pasar Sumoroto,Jawa Timur,Ponorogo,Pasar Sumoroto Ponorogo,"-7.8668318,111.4091054",Lainnya,-7.8668318,111.4091054
Pasar Sumur Batu,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Sumur Batu Raya,"-6.1644498,106.8644167",Lainnya,-6.1644498,106.8644167
Pasar Sungapan,Daerah Istimewa Yogyakarta,Bantul,Sungapan Argodadi Sedayu Bantul,"-7.8530072,110.2505388",Lainnya,-7.8530072,110.2505388
Pasar Sunggingan,Jawa Tengah,Boyolali,Pasar Sunggingan Boyolali,"-7.5199194,110.5975981",Lainnya,-7.5199194,110.5975981
PASAR SUNGGUMINASA,Sulawesi Selatan,Sulawesi,PASAR SUNGGUMINASA Sulawesi,"-5.2060835,119.4486325",Lainnya,-5.2060835,119.4486325
Pasar Surowono,Jawa Tengah,Klaten,Pasar Surowono Klaten,"-7.6100867,110.5085514",Lainnya,-7.6100867,110.5085514
Pasar Suruh,Jawa Tengah,Kabupaten Semarang,Pasar Suruh Kabupaten Semarang,"-7.3685663,110.5688821",Lainnya,-7.3685663,110.5688821
Pasar Surya Lakarsantri,Jawa Timur,Surabaya,Jl Lakarsantri,"-7.3029984,112.6311821",Lainnya,-7.3029984,112.6311821
Pasar Tabanan,Bali,desa delod peken,Pasar Tabanan desa delod peken,"-8.5390295,115.1265478",Lainnya,-8.5390295,115.1265478
Pasar tabing,Sumatera Barat,Padang,Pasar tabing Padang,"-0.8656365,100.3431572",Lainnya,-0.8656365,100.3431572
pasar TAC,Jambi,Jambi,pasar TAC Jambi,"-1.6113216,103.59508",Lainnya,-1.6113216,103.59508
Pasar Taipale leng,Sulawesi Selatan,Sulawesi,Pasar Taipale leng Sulawesi,"-5.262935,119.4859126",Lainnya,-5.262935,119.4859126
Pasar Takari,Nusa Tenggara Timur,Kelurahan Takari,Pasar Takari Kelurahan Takari,"-9.9763464,124.08053",Lainnya,-9.9763464,124.08053
Pasar Talibura,Nusa Tenggara Timur,Sikka,Pasar Talibura Sikka,"-8.556601,122.5090099",Lainnya,-8.556601,122.5090099
Pasar Talok,Jawa Timur,Ngawi,Pasar Talok Ngawi,"-7.487165,111.5972194",Lainnya,-7.487165,111.5972194
Pasar Talun,Jawa Tengah,Magelang,Pasar Talun Magelang,"-7.5405904,110.3356183",Lainnya,-7.5405904,110.3356183
Pasar Taman Alfa,DKI Jakarta,Daerah Khusus ibukota Jakarta,Pasar Taman Alfa Daerah Khusus ibukota Jakarta,"-6.2268698,106.7547771",Taman,-6.2268698,106.7547771
Pasar Tamin,Lampung,Bandar Lampung,Pasar Tamin Bandar Lampung,"-5.4106888,105.2474678",Lainnya,-5.4106888,105.2474678
Pasar Tampes,Nusa Tenggara Barat,Lombok Utara,Pasar Tampes Lombok Utara,"-8.2347565,116.2985914",Lainnya,-8.2347565,116.2985914
Pasar Tanah Batue,Sulawesi Selatan,Sulawesi,Pasar Tanah Batue Sulawesi,"-4.7733648,119.9849185",Lainnya,-4.7733648,119.9849185
Pasar Tanah Merah,DKI Jakarta,Daerah Khusus ibukota Jakarta,JlTanah Merah,"-6.1299049,106.7941732",Lainnya,-6.1299049,106.7941732
Pasar Tanambanas,Nusa Tenggara Timur,Sumba Tengah,Pasar Tanambanas Sumba Tengah,"-9.4198888,119.8948734",Lainnya,-9.4198888,119.8948734
Pasar Tangogo,Jawa Barat,Ciamis,Pasar Tangogo Ciamis,"-7.4183519,108.6657175",Lainnya,-7.4183519,108.6657175
Pasar Tangor,Riau,Pekanbaru,Pasar Tangor Pekanbaru,"0.5075014,101.51432",Lainnya,0.5075014,101.51432
Pasar Tani Gunung Lengkuas,Kepulauan Riau,Bintan,Jl Nusantara,"0.8892066,104.5733214",Gunung,0.8892066,104.5733214
Pasar Tanjung Sakti,Sumatera Selatan,Tanjung Sakti Pumi,Pasar Tanjung Sakti Tanjung Sakti Pumi,"-4.1720484,103.0719507",Lainnya,-4.1720484,103.0719507
Pasar Tapandang Berseri,Kalimantan Selatan,Tanah Laut,Kemakmuran,"-3.8028767,114.7686578",Lainnya,-3.8028767,114.7686578
Pasar Tapuhaka,Sulawesi Tenggara,Bombana,Pasar Tapuhaka Bombana,"-5.2885946,122.049871",Lainnya,-5.2885946,122.049871
Pasar Tapuondau,Sulawesi Selatan,Sulawesi,Pasar Tapuondau Sulawesi,"-2.5274814,121.3789304",Lainnya,-2.5274814,121.3789304
Pasar Tataaran,Sulawesi Utara,Sulawesi,Pasar Tataaran Sulawesi,"1.2878679,124.8804479",Lainnya,1.2878679,124.8804479
Pasar Tawangmangu,Jawa Timur,Kota Malang,Pasar Tawangmangu Kota Malang,"-7.9599836,112.6312725",Lainnya,-7.9599836,112.6312725
Pasar Tebet Barat,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Tebet Barat IX,"-6.2394066,106.8483064",Lainnya,-6.2394066,106.8483064
Pasar Tebet Timur,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Tebet Timur Dalam,"-6.2347779,106.8566227",Lainnya,-6.2347779,106.8566227
Pasar Tegallinggah,Bali,Karangasem,Pasar Tegallinggah Karangasem,"-8.4324509,115.6216286",Lainnya,-8.4324509,115.6216286
Pasar Tegalrejo,Jawa Tengah,Magelang,Pasar Tegalrejo Magelang,"-7.4608518,110.2711567",Lainnya,-7.4608518,110.2711567
Pasar temanggung,Jawa Tengah,Temanggung,Pasar temanggung Temanggung,"-7.3171589,110.1808152",Lainnya,-7.3171589,110.1808152
Pasar Temanggung,Jawa Tengah,Temanggung,Pasar Temanggung Temanggung,"-7.3176272,110.1804343",Lainnya,-7.3176272,110.1804343
Pasar Tempeh,Jawa Timur,Lumajang,Pasar Tempeh Lumajang,"-8.2047495,113.1747469",Lainnya,-8.2047495,113.1747469
Pasar Tempel Rajabasa,Lampung,Bandar Lampung,Pasar Tempel Rajabasa Bandar Lampung,"-5.3671618,105.2347422",Lainnya,-5.3671618,105.2347422
Pasar Tempen,Jawa Tengah,Boyolali,Pasar Tempen Boyolali,"-7.5275069,110.7045279",Lainnya,-7.5275069,110.7045279
Pasar Tente,Nusa Tenggara Barat,Bima,Pasar Tente,"-8.5874494,118.6974378",Lainnya,-8.5874494,118.6974378
Pasar Terapung,Kalimantan Selatan,Banjarmasin,Pasar Terapung Banjarmasin,"-3.3195127,114.5934888",Lainnya,-3.3195127,114.5934888
Pasar Terapung Lok Baintan,Kalimantan Selatan,Banjar,Pasar Terapung Lok Baintan Banjar,"-3.2963338,114.6920227",Lainnya,-3.2963338,114.6920227
Pasar Terban,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Jalan Cornelis Simanjuntak No,"-7.7812118,110.3721269",Lainnya,-7.7812118,110.3721269
Pasar Ternak Selagalas,Nusa Tenggara Barat,Mataram,Pasar Ternak Selagalas Mataram,"-8.5787301,116.1430504",Lainnya,-8.5787301,116.1430504
Pasar ternak suak nibong,Aceh,Aceh Barat Daya,Pasar ternak suak nibong Aceh Barat Daya,"3.6392676,96.9115006",Lainnya,3.6392676,96.9115006
Pasar Terong,Sulawesi Selatan,Makassar,Pasar Terong Makassar,"-5.1324256,119.425313",Lainnya,-5.1324256,119.425313
Pasar Tingkat,Nusa Tenggara Timur,Ngada,Jl Ngada,"-8.7882044,120.9732627",Lainnya,-8.7882044,120.9732627
Pasar Tlagareja,Daerah Istimewa Yogyakarta,Sleman,jalan godean km  banyuraden,"-7.779903,110.3385607",Lainnya,-7.779903,110.3385607
Pasar Toli Toli,Sulawesi Tenggara,Bombana,Pasar Toli Toli Bombana,"-5.2656921,122.047984",Lainnya,-5.2656921,122.047984
Pasar Tomang Barat,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Tanjung Duren Timur IV,"-6.1778246,106.7842622",Lainnya,-6.1778246,106.7842622
Pasar Tomohon,Sulawesi Utara,Tomohon,Pasar Tomohon Tomohon,"1.3265129,124.8452633",Lainnya,1.3265129,124.8452633
PASAR TOTOK,Nusa Tenggara Timur,Sumba Barat Daya,PASAR TOTOK Sumba Barat Daya,"-9.4828695,119.307715",Lainnya,-9.4828695,119.307715
Pasar Tradisional,Riau,Pelalawan,Jln Pesisir Kampar,"0.2149566,102.3414753",Lainnya,0.2149566,102.3414753
Pasar Tradisional Arinda,Banten,Tangerang Selatan,Pasar Tradisional Arinda Tangerang Selatan,"-6.2605426,106.7093938",Lainnya,-6.2605426,106.7093938
Pasar Tradisional Atambua,Nusa Tenggara Timur,Belu,Jalan Vetor Lidak,"-9.1073583,124.8889142",Lainnya,-9.1073583,124.8889142
Pasar tradisional CEKKENG,Sulawesi Selatan,Sulawesi,Pasar tradisional CEKKENG Sulawesi,"-5.5543233,120.2024931",Lainnya,-5.5543233,120.2024931
Pasar Tradisional Dalung,Bali,Badung,Pasar Tradisional Dalung Badung,"-8.6296393,115.1746382",Lainnya,-8.6296393,115.1746382
Pasar Tradisional Gayam,Jawa Timur,Bojonegoro,Pasar Tradisional Gayam Bojonegoro,"-7.1727393,111.71537",Lainnya,-7.1727393,111.71537
Pasar Tradisional Grabag,Jawa Tengah,Magelang,Pasar Tradisional Grabag Magelang,"-7.3716967,110.3264684",Lainnya,-7.3716967,110.3264684
Pasar Tradisional Haurmekar,Jawa Barat,Kota Bandung,Jalan Haurmekar,"-6.8937486,107.6192501",Lainnya,-6.8937486,107.6192501
Pasar Tradisional Kaponan,Jawa Tengah,Magelang,Pasar Tradisional Kaponan Magelang,"-7.4381244,110.3817592",Lainnya,-7.4381244,110.3817592
Pasar Tradisional Lahurus,Nusa Tenggara Timur,Belu,Jalan Raman Cruz,"-9.0767678,125.0514426",Lainnya,-9.0767678,125.0514426
Pasar Tradisional Mangu,Jawa Tengah,Desa Ngesrep,Pasar Tradisional Mangu Desa Ngesrep,"-7.5079777,110.7468491",Lainnya,-7.5079777,110.7468491
Pasar Tradisional Melonguane,Sulawesi Utara,Sulawesi,Pasar Tradisional Melonguane Sulawesi,"3.9956445,126.6798785",Gua,3.9956445,126.6798785
Pasar Tradisional Perak,Jawa Timur,Jombang,Pasar Tradisional Perak Jombang,"-7.5787697,112.1537322",Lainnya,-7.5787697,112.1537322
Pasar Tradisional Sadi,Nusa Tenggara Timur,Belu,Desa Sadi Kecamatan Tasifeto Timur,"-9.0670445,124.9426532",Lainnya,-9.0670445,124.9426532
Pasar Tradisional Sekolaq Darat,Kalimantan Timur,Kutai Barat,Pasar Tradisional Sekolaq Darat Kutai Barat,"-0.2810511,115.7479376",Lainnya,-0.2810511,115.7479376
Pasar Tradisional Silawan,Nusa Tenggara Timur,Belu,Desa Silawan Kecamatan Tasifeto Timur,"-8.9627598,124.9400912",Lainnya,-8.9627598,124.9400912
Pasar Tradisional Simpang Dago,Jawa Barat,Kota Bandung,Jalan Ir H Juanda,"-6.8847502,107.6139584",Lainnya,-6.8847502,107.6139584
Pasar Tradisional Wedomu,Nusa Tenggara Timur,Belu,Jalan Trans Belu,"-9.1305997,124.9748716",Lainnya,-9.1305997,124.9748716
Pasar Tradisional Wonosegoro,Jawa Tengah,Boyolali,Pasar Tradisional Wonosegoro Boyolali,"-7.3071917,110.6667037",Lainnya,-7.3071917,110.6667037
Pasar Transit Passo,Maluku,Ambon,Pasar Transit Passo Ambon,"-3.6227814,128.2552518",Lainnya,-3.6227814,128.2552518
Pasar Tua,Sulawesi Tengah,Tolitoli,Pasar Tua Tolitoli,"0.7649608,120.5465963",Lainnya,0.7649608,120.5465963
Pasar Tual,Maluku,Tual,Pasar Tual Tual,"-5.6332807,132.7433793",Lainnya,-5.6332807,132.7433793
Pasar Tugu tengaran,Jawa Tengah,Kabupaten Semarang,Pasar Tugu tengaran Kabupaten Semarang,"-7.363239,110.5158132",Landmark,-7.363239,110.5158132
Pasar Tugumulyo,Sumatera Selatan,Ogan Komering Ilir,Pasar Tugumulyo Ogan Komering Ilir,"-3.8618053,104.8851248",Landmark,-3.8618053,104.8851248
Pasar Turi,Jawa Timur,Surabaya,Pasar Turi Surabaya,"-7.250655,112.7296146",Lainnya,-7.250655,112.7296146
Pasar Ujungberung,Jawa Barat,Kota Bandung,Pasar Ujungberung Kota Bandung,"-6.9137913,107.702436",Lainnya,-6.9137913,107.702436
Pasar Ulakkarang,Sumatera Barat,Padang,Pasar Ulakkarang Padang,"-0.9114133,100.3502611",Lainnya,-0.9114133,100.3502611
Pasar Ular Permai,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Kebon Bawang V,"-6.1141846,106.8924169",Lainnya,-6.1141846,106.8924169
Pasar Umum Bayan,Nusa Tenggara Barat,Lombok Utara,Pasar Umum Bayan Lombok Utara,"-8.2282804,116.4202748",Lainnya,-8.2282804,116.4202748
Pasar Umum Cidemen,Nusa Tenggara Barat,Lombok Barat,Pasar Umum Cidemen Lombok Barat,"-8.5177545,116.0998563",Lainnya,-8.5177545,116.0998563
Pasar Umum Suraberata,Bali,Tabanan,Pasar Umum Suraberata Tabanan,"-8.4955035,114.9656367",Lainnya,-8.4955035,114.9656367
Pasar Unit II Banjar Agung,Lampung,Tulang Bawang,Lintas Sumatera,"-4.2841787,105.222466",Lainnya,-4.2841787,105.222466
Pasar Victoria,Kepulauan Riau,Batam,Pasar Victoria Batam,"1.060173,103.9466017",Lainnya,1.060173,103.9466017
Pasar Wage,Jawa Tengah,Magelang,Pasar Wage Magelang,"-7.3701566,110.3363776",Lainnya,-7.3701566,110.3363776
Pasar Wage Sanggrahan,Jawa Tengah,Magelang,Pasar Wage Sanggrahan Magelang,"-7.4535267,110.3103684",Lainnya,-7.4535267,110.3103684
Pasar Waiha,Nusa Tenggara Timur,Sumba Barat Daya,Pasar Waiha Sumba Barat Daya,"-9.6349002,119.0446235",Lainnya,-9.6349002,119.0446235
Pasar Waikabubak,Nusa Tenggara Timur,Sumba Barat,Pasar Waikabubak Sumba Barat,"-9.6355451,119.4075405",Lainnya,-9.6355451,119.4075405
Pasar Wakobalu Agung,Sulawesi Tenggara,Muna,Mawar,"-4.9569623,122.4280274",Lainnya,-4.9569623,122.4280274
Pasar Waru,Kalimantan Timur,Penajam Paser Utara,Pasar Waru Penajam Paser Utara,"-1.3938731,116.6135605",Lainnya,-1.3938731,116.6135605
Pasar Warung Banten,Banten,Lebak,Pasar Warung Banten Lebak,"-6.8329698,106.3281353",Lainnya,-6.8329698,106.3281353
Pasar Warung Pring,Jawa Tengah,Kebumen,Pasar Warung Pring Kebumen,"-7.7377635,109.6578058",Lainnya,-7.7377635,109.6578058
Pasar Warungkondang,Jawa Barat,Cianjur,Pasar Warungkondang Cianjur,"-6.8706169,107.0970207",Lainnya,-6.8706169,107.0970207
Pasar Watukelir,Jawa Tengah,Sukoharjo,Jalan Watukelir  Manyaran,"-7.8058592,110.7744903",Lainnya,-7.8058592,110.7744903
Pasar Weluli,Nusa Tenggara Timur,Belu,desa weluli,"-9.0897654,125.1034373",Lainnya,-9.0897654,125.1034373
Pasar Werang,Nusa Tenggara Timur,Manggarai Barat,Pasar Werang Manggarai Barat,"-8.6515641,120.0108762",Lainnya,-8.6515641,120.0108762
Pasar Widosari kemuning,Jawa Tengah,Kota Semarang,Jalan Widosari,"-6.9842893,110.4251052",Lainnya,-6.9842893,110.4251052
Pasar Wiradesa,Jawa Tengah,Pekalongan,Pasar Wiradesa Pekalongan,"-6.8924229,109.6214979",Lainnya,-6.8924229,109.6214979
Pasar Wirang,Kalimantan Selatan,Tabalong,Pasar Wirang Tabalong,"-2.0053457,115.5890747",Lainnya,-2.0053457,115.5890747
Pasar Wirogi,Jawa Timur,Jember,Pasar Wirogi Jember,"-8.1871543,113.7455647",Lainnya,-8.1871543,113.7455647
PASAR WIYONO,Lampung,Pesawaran,PASAR WIYONO Pesawaran,"-5.3734721,105.1296471",Lainnya,-5.3734721,105.1296471
Pasar Wonosari Sleman,Daerah Istimewa Yogyakarta,Sleman,Pasar Wonosari Sleman Sleman,"-7.7215991,110.4328206",Lainnya,-7.7215991,110.4328206
Pasar Yaik Baru,Jawa Tengah,Kota Semarang,Pasar Yaik Baru Kota Semarang,"-6.971565,110.4237909",Lainnya,-6.971565,110.4237909
Pasar Yehembang,Bali,Jembrana,Pasar Yehembang Jembrana,"-8.3922972,114.7534983",Lainnya,-8.3922972,114.7534983
PASAR YOTOWAWA,Maluku,Maluku Barat Daya,PASAR YOTOWAWA Maluku Barat Daya,"-8.070993,127.1636452",Lainnya,-8.070993,127.1636452
Pasaraya,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Sultan Iskandarsyah,"-6.2454046,106.8040288",Lainnya,-6.2454046,106.8040288
Patung,Jawa Tengah,Kebumen,Patung Kebumen,"-7.6675434,109.651753",Lainnya,-7.6675434,109.651753
Patung Orang Rantai,Sumatera Barat,Sawahlunto,Patung Orang Rantai Sawahlunto,"-0.6792939,100.7794202",Lainnya,-0.6792939,100.7794202
Patung Ahmad Kirang,Sulawesi Barat,Mamuju,Patung Ahmad Kirang Mamuju,"-2.6810861,118.8757403",Lainnya,-2.6810861,118.8757403
Patung Air mancur Jelawat Kembar,Kalimantan Tengah,Kotawaringin Timur,Jln Ali Badrun Maslan,"-2.83805,112.9571487",Lainnya,-2.83805,112.9571487
Patung Ajo Jatuh Bekudo,Riau,Rokan Hilir,Patung Ajo Jatuh Bekudo Rokan Hilir,"1.5831179,100.9860881",Lainnya,1.5831179,100.9860881
Patung Ali Anyang,Kalimantan Barat,Kubu Raya,Patung Ali Anyang Kubu Raya,"-0.0385172,109.4065378",Lainnya,-0.0385172,109.4065378
Patung Arjuna Wiwaha,Jawa Barat,Purwakarta,Patung Arjuna Wiwaha Purwakarta,"-6.6778121,107.5554431",Lainnya,-6.6778121,107.5554431
Patung Arung Palakka,Sulawesi Selatan,Sulawesi,Patung Arung Palakka Sulawesi,"-4.5384127,120.3278655",Lainnya,-4.5384127,120.3278655
patung ayam,Jawa Tengah,Kendal,patung ayam Kendal,"-6.9663836,110.1429982",Lainnya,-6.9663836,110.1429982
Patung Bayi,Bali,Gianyar,Patung Bayi Gianyar,"-8.5636664,115.2739782",Lainnya,-8.5636664,115.2739782
Patung Bogani,Sulawesi Utara,Kotamobagu,Patung Bogani Kotamobagu,"0.7399539,124.3178179",Lainnya,0.7399539,124.3178179
Patung Bunderan,Jawa Tengah,Jawa,Patung Bunderan Jawa,"-7.5802758,110.814508",Lainnya,-7.5802758,110.814508
Patung Burung,Kalimantan Timur,Kutai Timur,Patung Burung Kutai Timur,"0.4991945,117.5174124",Lainnya,0.4991945,117.5174124
Patung Caci,Nusa Tenggara Timur,Labuan Bajo,Patung Caci Labuan Bajo,"-8.489792,119.8949345",Lainnya,-8.489792,119.8949345
Patung Denggung,Daerah Istimewa Yogyakarta,Sleman,Patung Denggung Sleman,"-7.7220982,110.3612894",Lainnya,-7.7220982,110.3612894
Patung Dewa Indra,Bali,Gianyar,Patung Dewa Indra Gianyar,"-8.4190954,115.3091353",Lainnya,-8.4190954,115.3091353
Patung Dr Cipto Mangunkusumo,Jawa Tengah,Ungaran,Patung Dr Cipto Mangunkusumo Ungaran,"-7.2574971,110.4057401",Lainnya,-7.2574971,110.4057401
Patung Dua Gajah,Riau,Pekanbaru,Patung Dua Gajah Pekanbaru,"0.429247,101.4300516",Lainnya,0.429247,101.4300516
Patung El Tari,Nusa Tenggara Timur,Kupang,Patung El Tari Kupang,"-10.170817,123.6077711",Lainnya,-10.170817,123.6077711
Patung Elang Jawa,Daerah Istimewa Yogyakarta,Sleman,Patung Elang Jawa Sleman,"-7.750356,110.4225558",Lainnya,-7.750356,110.4225558
Patung Elang Salak,Jawa Barat,Depok,Patung Elang Salak Depok,"-6.3570611,106.832428",Lainnya,-6.3570611,106.832428
Patung Gandrung,Jawa Timur,Banyuwangi,Patung Gandrung Banyuwangi,"-8.0923889,114.4155894",Lainnya,-8.0923889,114.4155894
